BIN,BOROUGH,ZIP,HOUSE_NUM,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,TANK_NUM,INSPECTION_BY_FIRM,INSPECTION_PERFORMED,INSPECTION_DATE,GI_REQ_INTERNAL_STRUCTURE,GI_RESULT_INTERNAL_STRUCTURE,GI_REQ_EXTERNAL_STRUCTURE,GI_RESULT_EXTERNAL_STRUCTURE,GI_REQ_OVERFLOW_PIPES,GI_RESULT_OVERFLOW_PIPES,GI_REQ_ACCESS_LADDERS,GI_RESULT_ACCESS_LADDERS,GI_REQ_AIR_VENTS,GI_RESULT_AIR_VENTS,GI_REQ_ROOF_ACCESS,GI_RESULT_ROOF_ACCESS,SI_REQ_SEDIMENT,SI_RESULT_SEDIMENT,SI_REQ_BIOLOGICAL_GROWTH,SI_RESULT_BIOLOGICAL_GROWTH,SI_REQ_DEBRIS_INSECTS,SI_RESULT_DEBRIS_INSECTS,SI_REQ_RODENT_BIRD,SI_RESULT_RODENT_BIRD,SAMPLE_COLLECTED,LAB_NAME,NYS_CERTIFIED,ANALYTES,COLIFORM,ECOLI,MEET_STANDARDS,DELETED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA,BATCH_DATE
1018177,MANHATTAN,10016,145,East 27th Street,883,44,WTI0358094671,2023,1,Rosenwach Tank Co. LLC,Y,7/11/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.741908,-73.98261,6,2,68,1008830044,Gramercy,12/20/2024 12:15
1035775,MANHATTAN,10022,555,Madison Avenue,1291,51,WTI9184001190,2020,1,Rosenwach Tank Co. LLC,Y,6/27/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.761177,-73.973161,5,4,102,1012910051,Midtown-Midtown South,12/20/2024 12:15
1020428,MANHATTAN,10003,350,East 17th Street,922,70,WTI4278687554,2022,1,American Pipe and Tank,Y,12/17/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.733638,-73.982103,6,2,48,1009220070,Gramercy,12/20/2024 12:15
1030736,MANHATTAN,10023,310,WEST END AVE,1166,61,WTI1606934013,2023,1,ISSEKS BROS INC,Y,10/13/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.781542,-73.983206,7,6,163,1011660061,Upper West Side,12/20/2024 12:15
1019088,MANHATTAN,10016,123,EAST 37TH STREET,893,17,WTI3853225352,2023,1,"ISSEKS BROS., INC.",Y,6/14/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.748525,-73.97884,6,4,80,1008930017,Murray Hill-Kips Bay,12/20/2024 12:15
1090233,MANHATTAN,10022,252,East 57th Street,1330,7502,WTI3829343833,2023,4,Rosenwach Tank Co. LLC,Y,9/6/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.759731,-73.966318,6,4,108,1013307502,Turtle Bay-East Midtown,12/20/2024 12:15
1088643,MANHATTAN,10036,620,West 42 Street,1089,7502,WTI1739341779,2021,2,American Pipe and Tank,Y,10/5/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.761199,-73.999235,4,3,117,1010897502,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1047472,MANHATTAN,10075,161,East 79th St,1508,24,WTI8529550806,2020,1,Isseks Bros Inc,Y,6/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.774723,-73.958317,8,5,140,1015080024,Upper East Side-Carnegie Hill,12/20/2024 12:15
1023384,MANHATTAN,10019,140,West 55th Street,1007,51,WTI1214116278,2022,1,Rosenwach Tank Co. LLC,Y,12/19/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.763629,-73.979593,5,4,137,1010070051,Midtown-Midtown South,12/20/2024 12:15
1019483,MANHATTAN,10016,600,Third Avenue,895,45,WTI4231930096,2022,1,Rosenwach Tank Co. LLC,Y,3/4/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.74898,-73.975783,6,4,80,1008950045,Murray Hill-Kips Bay,12/20/2024 12:15
1015171,MANHATTAN,10001,132,WEST 31 STREET,806,58,WTI2269788298,2021,2,ISSEKS BROS INC,Y,12/27/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.748345,-73.990245,5,3,101,1008060058,Midtown-Midtown South,12/20/2024 12:15
1008629,MANHATTAN,10012,250,Mercer Street,535,7501,WTI4109849653,2022,1,"Isseks Bros., Inc.",Y,5/11/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental building solutions llc,Y,B,A,A,,No,40.728427,-73.995378,2,1,5501,1005357501,West Village,12/20/2024 12:15
1039641,MANHATTAN,10022,319,East 50th Street,1343,7501,WTI9702829473,2021,1,Rosenwach Tank Co. LLC,Y,6/3/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.754605,-73.967858,6,4,98,1013437501,Turtle Bay-East Midtown,12/20/2024 12:15
1016967,MANHATTAN,10016,460,PARK AVENUE SOUTH,860,45,WTI8585503838,2021,1,"ISSEKS BROS., INC.",Y,12/19/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.745092,-73.982804,5,2,74,1008600045,Midtown-Midtown South,12/20/2024 12:15
1015912,MANHATTAN,10018,50,West 36th Street,837,72,WTI5981572825,2021,1,Rosenwach Tank Co. LLC,Y,1/19/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.750587,-73.985697,5,4,84,1008370072,Midtown-Midtown South,12/20/2024 12:15
1043869,MANHATTAN,10065,220,EAST   65 STREET,1419,7503,WTI0691039636,2020,1,Rosenwach Tank Co. LLC,Y,5/27/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.765028,-73.963193,8,4,118,1014197503,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1000802,MANHATTAN,10006,29,Broadway,20,1,WTI5320138984,2023,1,American Pipe and Tank,Y,10/7/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.70601,-74.01315,1,1,13,1000200001,Battery Park City-Lower Manhattan,12/20/2024 12:15
1088646,MANHATTAN,10013,56,Leonard Street,176,7501,WTI1990650256,2021,2,Rosenwach Tank Co. LLC,Y,8/31/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.717898,-74.006273,1,1,33,1001767501,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
3196585,BROOKLYN,11235,3000,OCEAN PARKWAY,7274,35,WTI9998357348,2020,1,Rosenwach Tank Co. LLC,Y,3/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.576998,-73.968383,13,48,35602,3072740035,West Brighton,12/20/2024 12:15
1076841,MANHATTAN,10075,345,East 80th Street,1543,7501,WTI8691112912,2021,1,Rosenwach Tank Co. LLC,Y,9/21/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.773313,-73.952862,8,5,138,1015437501,Yorkville,12/20/2024 12:15
1040802,MANHATTAN,10022,655,Madison Avenue,1375,21,WTI4796684579,2022,1,Isseks Bros Inc,Y,10/1/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.764193,-73.970644,8,4,11401,1013750021,Upper East Side-Carnegie Hill,12/20/2024 12:15
3392969,BROOKLYN,11201,345,Adams street,140,7503,WTI6512325139,2023,3,DCAS,Y,11/1/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Barclay water management,Y,B,A,A,,No,40.6934,-73.988915,2,33,11,3001407503,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,12/20/2024 12:15
1032190,MANHATTAN,10024,151,West 86th Street,1217,11,WTI5027629866,2022,1,Rosenwach Tank Co. LLC,Y,5/18/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.787252,-73.973963,7,6,173,1012170011,Upper West Side,12/20/2024 12:15
1030011,MANHATTAN,10023,141,West 73rd Street,1145,12,WTI0452169108,2023,2,Rosenwach Tank Co. LLC,Y,10/5/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.778624,-73.979527,7,6,157,1011450012,Lincoln Square,12/20/2024 12:15
1019626,MANHATTAN,10010,214,East 21st Street,901,48,WTI9492492187,2022,1,Rosenwach Tank Co. LLC,Y,12/30/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.737302,-73.983527,6,2,64,1009010048,Gramercy,12/20/2024 12:15
1035727,MANHATTAN,10022,520,MADISON AVENUE,1289,14,WTI9824991115,2022,4,ISSEKS BROS INC,Y,11/28/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.760107,-73.974768,5,4,102,1012890014,Midtown-Midtown South,12/20/2024 12:15
2017430,BRONX,10468,2665,Grand Concourse,3314,65,WTI6426066071,2023,1,Rosenwach Tank Co. LLC,Y,4/27/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.866413,-73.894132,7,14,40304,2033140065,Van Cortlandt Village,12/20/2024 12:15
1059511,MANHATTAN,10027,419,WEST 119 STREET,1962,44,WTI4834541157,2021,1,ISSEKS BROS INC,Y,12/16/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.80842,-73.958812,9,7,20701,1019620044,Morningside Heights,12/20/2024 12:15
1019495,MANHATTAN,10016,110,East 40th Street,895,7501,WTI3758230360,2022,1,Isseks,Y,3/19/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.750528,-73.97789,6,4,80,1008957501,Murray Hill-Kips Bay,12/20/2024 12:15
3029306,BROOKLYN,11238,10,Plaza Street East,1169,1,WTI6728709150,2023,1,Rosenwach Tank Co. LLC,Y,10/27/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.675474,-73.970647,8,39,159,3011690001,Park Slope-Gowanus,12/20/2024 12:15
1014425,MANHATTAN,10001,237-245,WEST 35 STREET,785,18,WTI5215261294,2022,1,ISSEKS BROS INC,Y,6/11/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.752152,-73.991287,5,3,109,1007850018,Midtown-Midtown South,12/20/2024 12:15
3336073,BROOKLYN,11217,426,Baltic Street,404,1,WTI0503418700,2021,1,American  Pipe and Tank,Y,10/26/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.683555,-73.988552,6,33,71,3004040001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,12/20/2024 12:15
2091283,BRONX,10455,694,East 149th Street,2557,83,WTI1590219925,2022,1,American Pipe and Tank,Y,6/21/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.813316,-73.909512,1,8,35,2025570083,Mott Haven-Port Morris,12/20/2024 12:15
1046926,MANHATTAN,10128,1067,FIFTH AVENUE,1499,71,WTI7334338471,2022,1,ISSEKS BROS INC,Y,9/29/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.78265,-73.959594,8,4,15002,1014990071,Upper East Side-Carnegie Hill,12/20/2024 12:15
1076290,MANHATTAN,10075,965,FIFTH AVENUE,1392,70,WTI4366506881,2021,1,ISSEKS BROS INC,Y,8/11/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.776035,-73.964418,8,4,142,1013920070,Upper East Side-Carnegie Hill,12/20/2024 12:15
2016020,BRONX,10463,3915,orloff ave,3263,67,WTI3766281384,2021,1,NEW YORK PLUMBING HEATING COOLING CORP,Y,3/31/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Ambient Group,Y,B,A,A,,No,40.883914,-73.894426,8,11,279,2032630067,Van Cortlandt Village,12/20/2024 12:15
1063248,MANHATTAN,10032,788,RIVERSIDE DRIVE,2134,30,WTI6575195030,2024,1,"isseks bros., inc.",Y,2/8/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.834288,-73.947919,12,7,241,1021340030,Washington Heights South,12/20/2024 12:15
1009127,MANHATTAN,10003,41,East 11th Street,563,1,WTI6939287413,2022,1,American Pipe and Tank,Y,11/2/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.733241,-73.993148,2,2,61,1005630001,West Village,12/20/2024 12:15
1034196,MANHATTAN,10036,1114,Sixth Avenue,1258,9,WTI0149481447,2022,1,Rosenwach Tank Co. LLC,Y,3/9/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.755352,-73.983732,5,4,96,1012580009,Midtown-Midtown South,12/20/2024 12:15
1084036,MANHATTAN,10025,504-510,WEST 110 STREET,1881,7501,WTI7503021660,2022,2,ISSEKS BROS INC,Y,6/16/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.803276,-73.964606,7,7,195,1018817501,Morningside Heights,12/20/2024 12:15
1058378,MANHATTAN,10026,131,St Nicholas Ave,1922,41,WTI9186031976,2022,1,American Pipe and Tank,Y,8/4/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.803994,-73.952721,10,9,218,1019220041,Central Harlem South,12/20/2024 12:15
1003905,MANHATTAN,10002,77,BOWERY,303,7502,WTI1964746242,2020,1,Rosenwach Tank Co. LLC,Y,9/30/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.716786,-73.995711,3,1,16,1003037502,Chinatown,12/20/2024 12:15
1035788,MANHATTAN,10022,32,East 57th Street,1292,48,WTI5361091455,2022,1,American Pipe and Tank,Y,11/19/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.762162,-73.972082,5,4,11202,1012920048,Midtown-Midtown South,12/20/2024 12:15
1017601,MANHATTAN,10016,10,East 40 Street,869,66,WTI8925487221,2020,3,American Pipe and Tank,Y,6/6/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.751879,-73.981091,5,4,82,1008690066,Murray Hill-Kips Bay,12/20/2024 12:15
1048136,MANHATTAN,10128,1111,PARK AVENUE,1518,69,WTI4348844629,2023,3,"ISSEKS BROS., INC",Y,7/6/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.782473,-73.955513,8,4,14802,1015180069,Upper East Side-Carnegie Hill,12/20/2024 12:15
1017906,MANHATTAN,10003,235,PARK AVENUE SOUTH,875,1,WTI9373965905,2023,1,ISSEKS BROS INC,Y,8/5/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.737813,-73.988103,5,2,50,1008750001,Gramercy,12/20/2024 12:15
1040155,MANHATTAN,10022,435,East 52nd Street,1364,22,WTI5895147549,2021,1,Rosenwach Tank Co. LLC,Y,10/25/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.754763,-73.964361,6,4,8603,1013640022,Turtle Bay-East Midtown,12/20/2024 12:15
3425311,BROOKLYN,11249,96,Wythe Ave,2295,21,WTI8584846372,2024,1,American Pipe and Tank,Y,2/25/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.721489,-73.958332,1,33,557,3022950021,North Side-South Side,12/20/2024 12:15
1090825,MANHATTAN,10017,10,Vanderbilt Avenue,1277,27,WTI4991500245,2023,2,ISSEKS BROS INC,Y,11/4/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.752732,-73.978138,5,4,94,1012770027,Midtown-Midtown South,12/20/2024 12:15
1041667,MANHATTAN,10021,14,East 75th Street,1389,56,WTI1037430050,2021,1,Rosenwach Tank Co. LLC,Y,6/23/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.774017,-73.964704,8,4,130,1013890056,Upper East Side-Carnegie Hill,12/20/2024 12:15
1017010,MANHATTAN,10016,13-Nov,East 32 Street,862,11,WTI0315572052,2022,1,"isseks bros., inc.",Y,10/26/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.746843,-73.984741,5,4,74,1008620011,Midtown-Midtown South,12/20/2024 12:15
1037573,MANHATTAN,10017,245,East 44th Street,1318,19,WTI8201786490,2021,1,Rosenwach Tank Co. LLC,Y,9/28/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.751633,-73.972458,6,4,90,1013180019,Turtle Bay-East Midtown,12/20/2024 12:15
1048419,MANHATTAN,10128,139,East 94th Street,1523,14,WTI7871571508,2023,1,Rosenwach Tank Co. LLC,Y,7/26/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.784709,-73.952204,8,4,15801,1015230014,Upper East Side-Carnegie Hill,12/20/2024 12:15
1076087,MANHATTAN,10014,350,West 14th Street,629,7502,WTI8176890098,2023,1,Rosenwach Tank Co. LLC,Y,9/26/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.740391,-74.004056,2,3,77,1006297502,West Village,12/20/2024 12:15
1028633,MANHATTAN,10023,41,West 72nd Street,1125,7501,WTI9391866705,2022,1,Rosenwach Tank Co. LLC,Y,5/20/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.777048,-73.97791,7,6,157,1011257501,Lincoln Square,12/20/2024 12:15
1082646,MANHATTAN,10019,345,West 50th Street,1041,11,WTI9800952857,2022,1,Rosenwach Tank Co. LLC,Y,7/20/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.763021,-73.98782,4,3,133,1010410011,Clinton,12/20/2024 12:15
1012857,MANHATTAN,10001,455,West 34th Street,732,7,WTI6454696151,2023,1,Rosenwach Tank Co. LLC,Y,1/24/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.754321,-73.998517,4,3,111,1007320007,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1083119,MANHATTAN,10016,300,East 33rd Street,936,7501,WTI3365751781,2023,1,Rosenwach Tank Co. LLC,Y,10/24/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.744001,-73.976156,6,2,70,1009367501,Murray Hill-Kips Bay,12/20/2024 12:15
1079519,MANHATTAN,10025,70,West 95th Street,1208,1,WTI7746726216,2022,1,Rosenwach Tank Co. LLC,Y,8/9/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.791952,-73.967483,7,6,181,1012080001,Upper West Side,12/20/2024 12:15
1016970,MANHATTAN,10016,32,East 31st Street,860,55,WTI1944706826,2021,1,Rosenwach Tank Co. LLC,Y,10/2/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.745718,-73.984023,5,2,74,1008600055,Midtown-Midtown South,12/20/2024 12:15
1016079,MANHATTAN,10003,79,Fifth Avenue,843,45,WTI3662563839,2022,1,Rosenwach Tank Co. LLC,Y,4/22/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.737051,-73.992844,5,2,52,1008430045,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1087512,MANHATTAN,10017,845,Second Avenue,1319,7502,WTI1911935516,2021,1,Rosenwach Tank Co. LLC,Y,11/5/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.751902,-73.970704,6,4,90,1013197502,Turtle Bay-East Midtown,12/20/2024 12:15
4005022,QUEENS,11101,28-11,Queens Plaza North,417,2,WTI0789965027,2020,1,"Atlantank, LLC",Y,10/9/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental,Y,B,A,A,,No,40.75008,-73.938208,1,26,33,4004170002,Queensbridge-Ravenswood-Long Island City,12/20/2024 12:15
1000005,MANHATTAN,10004,1,water street,4,7501,WTI5497071957,2022,3,"Atlantank, LLC",Y,6/25/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ATLAS ENVIRONMENTAL,Y,B,A,A,,No,40.702444,-74.012742,1,1,9,1000047501,Battery Park City-Lower Manhattan,12/20/2024 12:15
1051311,MANHATTAN,10128,500A,East 87th Street,1583,7501,WTI2759407315,2023,1,American Pipe and Tank,Y,10/26/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.776447,-73.946282,8,5,14402,1015837501,Yorkville,12/20/2024 12:15
1038044,MANHATTAN,10017,249,E 48 ST,1322,7501,WTI2358954400,2024,1,ISSEKS BROS INC,Y,9/12/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.754111,-73.970565,6,4,90,1013227501,Turtle Bay-East Midtown,12/20/2024 12:15
1079909,MANHATTAN,10033,1370,Saint Nicholas Avenue,2153,1,WTI1994442297,2021,1,Rosenwach Tank Co. LLC,Y,8/11/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.847771,-73.934853,12,10,261,1021530001,Washington Heights South,12/20/2024 12:15
4436178,QUEENS,11691,125,Beach 17th street,15638,1,WTI2921696178,2024,1,"ISSEKS BROS., INC.",Y,4/8/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.594254,-73.75121,14,31,101001,4156380001,Far Rockaway-Bayswater,12/20/2024 12:15
1019591,MANHATTAN,10003,242,East 19th St,899,32,WTI6149043164,2020,1,Isseks Bros. Inc.,Y,12/8/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.735831,-73.983668,6,2,48,1008990032,Gramercy,12/20/2024 12:15
1084277,MANHATTAN,10023,33,West 60 Street,1113,8,WTI3804810744,2023,1,Isseks Bros. Inc,Y,8/26/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"Environmental Building Solutions, LLC",Y,B,A,A,,No,40.769303,-73.983003,7,3,145,1011130008,Lincoln Square,12/20/2024 12:15
