BIN,BOROUGH,ZIP,HOUSE_NUM,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,TANK_NUM,INSPECTION_BY_FIRM,INSPECTION_PERFORMED,INSPECTION_DATE,GI_REQ_INTERNAL_STRUCTURE,GI_RESULT_INTERNAL_STRUCTURE,GI_REQ_EXTERNAL_STRUCTURE,GI_RESULT_EXTERNAL_STRUCTURE,GI_REQ_OVERFLOW_PIPES,GI_RESULT_OVERFLOW_PIPES,GI_REQ_ACCESS_LADDERS,GI_RESULT_ACCESS_LADDERS,GI_REQ_AIR_VENTS,GI_RESULT_AIR_VENTS,GI_REQ_ROOF_ACCESS,GI_RESULT_ROOF_ACCESS,SI_REQ_SEDIMENT,SI_RESULT_SEDIMENT,SI_REQ_BIOLOGICAL_GROWTH,SI_RESULT_BIOLOGICAL_GROWTH,SI_REQ_DEBRIS_INSECTS,SI_RESULT_DEBRIS_INSECTS,SI_REQ_RODENT_BIRD,SI_RESULT_RODENT_BIRD,SAMPLE_COLLECTED,LAB_NAME,NYS_CERTIFIED,ANALYTES,COLIFORM,ECOLI,MEET_STANDARDS,DELETED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA,BATCH_DATE
1055288,MANHATTAN,10025,400,CENTRAL PARK WEST,1833,7504,WTI2274953209,2022,1,ISSEKS BROS INC,Y,9/15/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.793946,-73.963036,7,7,185,1018337504,Upper West Side,12/20/2024 12:15
1038777,MANHATTAN,10017,330,EAST 46 STREET,1338,35,WTI6825617583,2021,1,ISSEKS BROS INC,Y,6/30/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.752011,-73.969505,6,4,90,1013380035,Turtle Bay-East Midtown,12/20/2024 12:15
1037178,MANHATTAN,10016,235,EAST 40 STREET,1314,7501,WTI2246347635,2023,1,ISSEKS BROS INC,Y,11/9/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.748864,-73.973892,6,4,88,1013147501,Turtle Bay-East Midtown,12/20/2024 12:15
3321111,BROOKLYN,11214,2740,Cropsey Ave,6937,48,WTI9022508175,2022,1,American Pipe and Tank,Y,9/29/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.587446,-73.989184,13,43,314,3069370048,Gravesend,12/20/2024 12:15
1049931,MANHATTAN,10028,353,EAST   83 STREET,1546,23,WTI9682228482,2020,1,Rosenwach Tank Co. LLC,Y,6/23/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.775412,-73.951929,8,5,138,1015460023,Yorkville,12/20/2024 12:15
1014343,MANHATTAN,10001,370,Seventh Avenue,780,36,WTI1315047909,2021,1,Rosenwach Tank Co. LLC,Y,3/27/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.74879,-73.992244,5,3,101,1007800036,Midtown-Midtown South,12/20/2024 12:15
1000000,MANHATTAN,10036,4,Times Square,995,5,WTI3164999682,2021,2,Nalco,Y,9/18/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.756181,-73.986244,5,4,119,1009950005,Midtown-Midtown South,12/20/2024 12:15
1038464,MANHATTAN,10022,845,Third Avenue,1325,1,WTI3308435977,2023,1,Rosenwach Tank Co. LLC,Y,5/6/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.756688,-73.970128,6,4,98,1013250001,Turtle Bay-East Midtown,12/20/2024 12:15
1013627,MANHATTAN,10018,330,West 38th Street,761,53,WTI7219402409,2021,1,Rosenwach Tank Co. LLC,Y,7/10/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.755139,-73.992669,4,3,111,1007610053,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
2012997,BRONX,10460,2111,SOUTHERN BOULEVARD,3111,15,WTI4148630050,2021,1,"ISSEKS BROS., INC.",Y,2/9/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.846343,-73.884177,6,15,36501,2031110015,East Tremont,12/20/2024 12:15
1039997,MANHATTAN,10022,303,East 57 Street,1350,1,WTI7809881227,2020,1,Alklem Plumbing Inc,Y,8/12/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Certified Laboratories Inc,Y,B,A,A,,No,40.75922,-73.965059,6,5,108,1013500001,Turtle Bay-East Midtown,12/20/2024 12:15
1041965,MANHATTAN,10065,115,East 61st Street,1396,7,WTI8598469867,2021,1,Rosenwach Tank Co. LLC,Y,8/28/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.763863,-73.968164,8,4,11402,1013960007,Upper East Side-Carnegie Hill,12/20/2024 12:15
1030891,MANHATTAN,10024,210,West 78th Street,1169,37,WTI8221287088,2022,1,Rosenwach Tank Co. LLC,Y,6/22/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.782661,-73.979306,7,6,163,1011690037,Upper West Side,12/20/2024 12:15
1046832,MANHATTAN,10028,45,EAST 85 STREET,1497,28,WTI9817876075,2022,1,ISSEKS BROS INC,Y,6/27/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.779969,-73.958797,8,4,15001,1014970028,Upper East Side-Carnegie Hill,12/20/2024 12:15
1076268,MANHATTAN,10172,277,PARK AVENUE,1302,7501,WTI4484607039,2020,3,Rosenwach Tank Co. LLC,Y,6/27/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.755564,-73.975138,5,4,92,1013027501,Turtle Bay-East Midtown,12/20/2024 12:15
2095220,BRONX,10452,1125,University Avenue,2527,32,WTI7992302276,2020,1,Rosenwach Tank Co. LLC,Y,9/9/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.836953,-73.928409,4,16,193,2025270032,Highbridge,12/20/2024 12:15
1000804,MANHATTAN,10006,45,Broadway,20,9,WTI8534431022,2023,1,Rosenwach Tank Co. LLC,Y,4/8/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.706397,-74.012829,1,1,13,1000200009,Battery Park City-Lower Manhattan,12/20/2024 12:15
1072695,MANHATTAN,10021,524,East 72nd Street,1483,7501,WTI0541222328,2023,1,American Pipe and Tank,Y,10/25/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.766589,-73.953145,8,5,124,1014837501,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1011066,MANHATTAN,10014,14,Horatio Street,616,11,WTI7350832230,2020,1,"ISSEKS BROS., INC.",Y,10/2/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.73875,-74.003111,2,3,77,1006160011,West Village,12/20/2024 12:15
1017241,MANHATTAN,10016,24,EAST   39 STREET,868,51,WTI6426999176,2020,1,Rosenwach Tank Co. LLC,Y,11/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.750636,-73.980063,6,4,82,1008680051,Murray Hill-Kips Bay,12/20/2024 12:15
1043089,MANHATTAN,10021,175,East 74th Street,1409,33,WTI7649891920,2021,1,Rosenwach Tank Co. LLC,Y,4/21/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.771381,-73.960373,8,4,128,1014090033,Upper East Side-Carnegie Hill,12/20/2024 12:15
1015937,MANHATTAN,10018,400,Fifth Ave,838,7501,WTI1803258393,2024,1,American Pipe and Tank,Y,11/26/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.750038,-73.983409,5,4,84,1008387501,Midtown-Midtown South,12/20/2024 12:15
1007247,MANHATTAN,10012,96,SPRING STREET,484,3,WTI5199064239,2020,1,Rosenwach Tank Co. LLC,Y,7/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.723168,-73.999123,2,1,49,1004840003,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1042091,MANHATTAN,10065,125,East 63rd Street,1398,10,WTI3229529941,2021,1,Rosenwach Tank Co. LLC,Y,4/1/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.764974,-73.966911,8,4,120,1013980010,Upper East Side-Carnegie Hill,12/20/2024 12:15
1001649,MANHATTAN,10007,291,Broadway,150,38,WTI0830416251,2021,1,"The Metro Group, Inc.",Y,12/2/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"The Metro Group, Inc.",Y,B,A,A,,No,40.714824,-74.005779,1,1,33,1001500038,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1044057,MANHATTAN,10021,1317,3 AVENUE,1430,4,WTI5400815200,2020,1,Rosenwach Tank Co. LLC,Y,6/27/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.771954,-73.958979,8,4,134,1014300004,Lenox Hill-Roosevelt Island,12/20/2024 12:15
4433859,QUEENS,11375,104-60,Queens Boulevard,3175,1,WTI2149615445,2020,1,"Isseks Bros., Inc",Y,12/31/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"Environmental Building Solutions, LLC",Y,B,A,A,,No,40.723485,-73.84849,6,29,71305,4031750001,Forest Hills,12/20/2024 12:15
1038579,MANHATTAN,10022,228,East 56 Street,1329,17,WTI4603795476,2023,1,American Pipe and Tank,Y,8/29/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.75924,-73.967246,6,4,108,1013290017,Turtle Bay-East Midtown,12/20/2024 12:15
1020359,MANHATTAN,10016,250,East 39th Street,919,34,WTI8881379157,2021,1,Rosenwach Tank Co. LLC,Y,6/23/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.74826,-73.974419,6,4,78,1009190034,Murray Hill-Kips Bay,12/20/2024 12:15
1081024,MANHATTAN,10023,129,West 67 Street,1139,8,WTI4188285047,2021,1,American Pipe and Tank,Y,7/2/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.774919,-73.982745,7,6,153,1011390008,Lincoln Square,12/20/2024 12:15
1076225,MANHATTAN,10023,25,Central Park West,1115,7501,WTI3995415879,2020,1,Culligan of Manhattan,Y,7/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,Certified Laboratories,Y,B,A,A,,No,40.770148,-73.9804,7,6,149,1011157501,Lincoln Square,12/20/2024 12:15
1020092,MANHATTAN,10016,251,East 32nd Street,913,28,WTI4578294003,2022,1,Rosenwach Tank Co. LLC,Y,10/13/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.743644,-73.977142,6,2,70,1009130028,Murray Hill-Kips Bay,12/20/2024 12:15
1045148,MANHATTAN,10021,370,East 76th Street,1450,23,WTI8118034296,2020,1,Rosenwach Tank Co. LLC,Y,12/21/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.770731,-73.954944,8,5,134,1014500023,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1085972,MANHATTAN,10017,300,Madison Avenue,1276,58,WTI2640108280,2023,3,Nalco,Y,6/8/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.752236,-73.979712,5,4,82,1012760058,Murray Hill-Kips Bay,12/20/2024 12:15
1024808,MANHATTAN,10019,830,Eighth Ave,1022,1,WTI3074020320,2020,1,Isseks Bros. Inc.,Y,11/24/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.762381,-73.986026,5,3,131,1010220001,Midtown-Midtown South,12/20/2024 12:15
2096813,BRONX,10475,120,De Kruif Place,5141,120,WTI6489883579,2021,1,Rosenwach Tank Co. LLC,Y,6/29/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.875404,-73.829113,10,12,46201,2051410120,Co-op City,12/20/2024 12:15
1087835,MANHATTAN,10069,60,Riverside Blvd,1171,7508,WTI8740794113,2024,1,American Pipe and Tank,Y,9/26/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.774566,-73.99132,7,6,151,1011717508,Lincoln Square,12/20/2024 12:15
4533416,QUEENS,11101,1-Feb,50TH AVENUE,17,28,WTI2697234555,2021,1,ISSEKS BROS INC,Y,11/3/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.74359,-73.958535,2,26,1,4000170028,Hunters Point-Sunnyside-West Maspeth,12/20/2024 12:15
1017176,MANHATTAN,10016,393,5th ave,866,3,WTI3026577001,2021,1,"Atlantank, LLC",Y,3/23/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental,Y,B,A,A,,No,40.749901,-73.983481,5,4,82,1008660003,Murray Hill-Kips Bay,12/20/2024 12:15
3257105,BROOKLYN,11224,2780,West 5th Street,7250,1,WTI8902471964,2020,1,American Pipe and Tank,Y,3/22/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.580491,-73.971628,13,47,354,3072500001,West Brighton,12/20/2024 12:15
1024665,MANHATTAN,10036,234,West 42nd Street,1013,12,WTI9929475628,2021,1,Rosenwach Tank Co. LLC,Y,5/17/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.756747,-73.988659,5,3,113,1010130012,Midtown-Midtown South,12/20/2024 12:15
1023717,MANHATTAN,10019,171,WEST   57 STREET,1010,7504,WTI8972653503,2020,2,Rosenwach Tank Co. LLC,Y,12/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.76529,-73.979477,5,4,137,1010107504,Midtown-Midtown South,12/20/2024 12:15
1043780,MANHATTAN,10065,200,East 62nd Street,1416,7501,WTI0075912293,2022,1,Rosenwach Tank Co. LLC,Y,10/11/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.763283,-73.964879,8,4,110,1014167501,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1087763,MANHATTAN,10007,500,Pearl Street,160,1,WTI2097983382,2020,3,"Atlantank, LLC",Y,11/11/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas environmental,Y,B,A,A,,No,40.71366,-74.001511,1,1,29,1001600001,Chinatown,12/20/2024 12:15
1079387,MANHATTAN,10024,230,WEST 79TH STREET,1170,12,WTI9275964227,2022,2,ISSEKS BROS INC,Y,5/26/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.7836,-73.979428,7,6,167,1011700012,Upper West Side,12/20/2024 12:15
1057323,MANHATTAN,10025,390,RIVERSIDE DRIVE,1894,31,WTI9118719277,2022,1,ISSEKS BROS INC,Y,10/26/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.805442,-73.967418,9,7,199,1018940031,Morningside Heights,12/20/2024 12:15
1051439,MANHATTAN,10128,9,East 96th Street,1602,9,WTI5599324051,2024,1,Isseks,Y,7/16/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building,Y,B,A,A,,No,40.787735,-73.955333,11,4,16002,1016020009,East Harlem South,12/20/2024 12:15
2092142,BRONX,10457,1805,Crotona Avenue,2944,1,WTI6197563194,2022,1,Rosenwach Tank Co. LLC,Y,10/5/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.84246,-73.893862,6,15,36902,2029440001,East Tremont,12/20/2024 12:15
3172890,BROOKLYN,11230,1360,OCEAN PARKWAY,6568,33,WTI0999552059,2022,1,ISSEKS BROS INC,Y,6/22/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.615623,-73.968858,12,44,444,3065680033,Ocean Parkway South,12/20/2024 12:15
1088643,MANHATTAN,10036,620,West 42 Street,1089,7502,WTI9227023619,2020,1,American Pipe and Tank,Y,5/20/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.761199,-73.999235,4,3,117,1010897502,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1064114,MANHATTAN,10040,45,Fairview Avenue,2170,520,WTI4213361895,2021,1,Rosenwach Tank Co. LLC,Y,6/17/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.857413,-73.929432,12,10,283,1021700520,Washington Heights North,12/20/2024 12:15
1003215,MANHATTAN,10002,35,Montgomery Street,259,71,WTI4519961663,2023,2,Rosenwach Tank Co. LLC,Y,6/1/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.713053,-73.985045,3,1,202,1002590071,Lower East Side,12/20/2024 12:15
1019791,MANHATTAN,10010,245,East 24th Street,905,26,WTI3824578865,2021,1,Rosenwach Tank Co. LLC,Y,10/21/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.738682,-73.980709,6,2,66,1009050026,Murray Hill-Kips Bay,12/20/2024 12:15
3082153,BROOKLYN,11212,256,Livonia Avenue,3590,16,WTI9378097859,2023,1,American Pipe and Tank,Y,7/6/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.662618,-73.908433,16,42,918,3035900016,Brownsville,12/20/2024 12:15
1015847,MANHATTAN,10001,25,West 32 Street,834,26,WTI0904537634,2021,1,American Pipe and Tank,Y,10/5/2021,Y,A,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.747535,-73.986372,5,4,76,1008340026,Midtown-Midtown South,12/20/2024 12:15
2000898,BRONX,10451,332,E 149th St,2330,34,WTI5229764530,2020,1,Rosenwach Tank Co. LLC,Y,11/19/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.816797,-73.920508,1,17,65,2023300034,Melrose South-Mott Haven North,12/20/2024 12:15
2097364,BRONX,10461,1250,Morris Park Avenue,4117,1,WTI6377730463,2023,2,Rosenwach Tank Co. LLC,Y,12/27/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.851166,-73.846768,11,13,286,2041170001,Van Nest-Morris Park-Westchester Square,12/20/2024 12:15
1009431,MANHATTAN,10011,12,Fifth Avenue,572,43,WTI6875494850,2022,1,Isseks,Y,3/8/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building,Y,B,A,A,,No,40.732484,-73.996193,2,3,63,1005720043,West Village,12/20/2024 12:15
1041209,MANHATTAN,10065,25,East 67th Street,1382,17,WTI8404744354,2020,1,Rosenwach Tank Co. LLC,Y,12/21/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.768704,-73.967992,8,4,122,1013820017,Upper East Side-Carnegie Hill,12/20/2024 12:15
1039972,MANHATTAN,10022,1011,1 AVENUE,1348,23,WTI7113164490,2020,1,Rosenwach Tank Co. LLC,Y,6/20/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.757271,-73.963692,6,5,108,1013480023,Turtle Bay-East Midtown,12/20/2024 12:15
1042023,MANHATTAN,10065,563,Park Avenue,1397,1,WTI8653290061,2020,2,American Pipe and Tank,Y,11/4/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.764771,-73.968135,8,4,11402,1013970001,Upper East Side-Carnegie Hill,12/20/2024 12:15
1089698,MANHATTAN,10007,111,Murray Street,142,7503,WTI7023280923,2020,2,Rosenwach Tank Co. LLC,Y,12/23/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.715111,-74.012528,1,1,21,1001427503,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1005743,MANHATTAN,10009,94,East 1st Street,429,21,WTI2866768359,2022,1,American Pipe and Tank,Y,6/1/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.722827,-73.987402,3,2,3002,1004290021,East Village,12/20/2024 12:15
1001025,MANHATTAN,10005,14,Wall Street,46,9,WTI6933478758,2023,6,American Pipe and Tank,Y,6/17/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.707347,-74.010997,1,1,7,1000460009,Battery Park City-Lower Manhattan,12/20/2024 12:15
1077418,MANHATTAN,10038,15,St James Place,111,100,WTI6354370941,2022,1,American Pipe and Tank,Y,6/7/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.711571,-73.999903,3,1,25,1001110100,Chinatown,12/20/2024 12:15
1079153,MANHATTAN,10007,270,Broadway,135,7504,WTI9167175028,2022,1,Rosenwach Tank Co. LLC,Y,12/2/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.714022,-74.006442,1,1,21,1001357504,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1030736,MANHATTAN,10023,310,WEST END AVE,1166,61,WTI0180226557,2022,1,ISSEKS BROS INC,Y,6/16/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.781542,-73.983206,7,6,163,1011660061,Upper West Side,12/20/2024 12:15
1013828,MANHATTAN,10011,252,West 17th Street,766,7501,WTI6619690390,2023,1,American Pipe and Tank,Y,8/1/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.741088,-73.999773,4,3,81,1007667501,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1038656,MANHATTAN,10017,320,East 42 Street,1334,41,WTI5774775992,2021,2,American Pipe and Tank,Y,6/8/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.74955,-73.971571,6,4,88,1013340041,Turtle Bay-East Midtown,12/20/2024 12:15
1029901,MANHATTAN,10023,166,WEST   72 STREET,1143,60,WTI8136134156,2020,1,Rosenwach Tank Co. LLC,Y,12/8/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.778223,-73.980737,7,6,157,1011430060,Lincoln Square,12/20/2024 12:15
2002878,BRONX,10452,1001,Grand Concourse,2471,50,WTI7931256365,2021,1,international wood tanks,Y,12/28/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,metro group,Y,B,A,A,,No,40.829796,-73.921096,4,8,195,2024710050,West Concourse,12/20/2024 12:15
